# ['Data file recorded 2013/1/18  16:30:9']
# ['%  keyboard_telem with hall effect ']
# ['%  motorgains    = [400, 0, 400, 0, 0, 400, 0, 400, 0, 0]\r\n%  delta         = [16384', ' 16384', ' 16384', ' 16384]"']
# ['%  intervals     = [128, 128, 128, 128]']
# ['% Columns: ']
# ['% time | Rlegs | Llegs | DCR | DCL | GyroX | GryoY | GryoZ | GryoZAvg | AX | AY | AZ | RBEMF | LBEMF | VBAT ']
640  11.35  11.75   874   900    47  -581   145   -18  4028   279  2304   135   118   937  
643  11.61  11.90   607   962    47  -581   145   -15  4028   279  2304   141   115   937  
646  11.91  12.12  -161  1146   179   250   179   -11  5259   392  2089   167   106   938  
650  12.11  12.30   -96   680   179   250   179    -4  5259   392  2089   162   123   934  
653  12.33  12.45    72   900   179   250   179     2  5259   392  2089   152   114   935  
656  12.56  12.66   569   892  -238   781   -53     6  2688  -1344   -70   130   113   935  
660  12.73  12.83   742   694  -238   781   -53    11  2688  -1344   -70   122   120   932  
663  12.92  13.02  1042   892  -346  -372  -440     3  5314  -824   502   108   110   932  
666  13.06  13.21  1459  1062  -346  -372  -440    -6  5314  -824   502    93   103   928  
670  13.18  13.37  1455  1110    56   464  -201    -8  2254  -1191  1195    94   100   922  
673  13.30  13.52  1847  1204    56   464  -201   -15  2254  -1191  1195    79    96   925  
676  13.42  13.74  2416   970    56   464  -201   -21  2254  -1191  1195    59   104   922  
680  13.54  13.90  2031  1290   124  -248   213   -15  4665  -1299  1477    75    90   920  
686  13.82  14.22  1934  1245   139   209   630     6  2823   198  1321    74    85   923  
690  13.94  14.32  1791  1250   139   209   630    24  2823   198  1321    75    81   925  
693  14.09  14.47  1393   856   139   209   630    42  2823   198  1321    85    91   931  
696  14.27  14.63   848  1262  -432  -252   507    56  2934  -303   716   100    69   934  
700  14.42  14.73   902   965  -432  -252   507    70  2934  -303   716    92    77   932  
703  14.60  14.83   380  1245  -289  -150   159    73  3059  -510   563   106    62   934  
706  14.81  14.94   181   998  -289  -150   159    75  3059  -510   563   106    68   935  
710  14.93  15.04   309  1003   -94   -91  -190    67  3075  -360   779    96    64   934  
713  15.09  15.14   287   931   -94   -91  -190    62  3075  -360   779    91    63   935  
716  15.26  15.27  -205   790   -94   -91  -190    57  3075  -360   779   104    64   935  
720  15.41  15.37  -151   445   461  -186  -407    45  3945   273   328    96    74   933  
723  15.51  15.44   -21   831   461  -186  -407    35  3945   273   328    87    56   935  
726  15.66  15.56  -283   718   448    45  -389    26  3003  -406   272    92    56   934  
730  15.77  15.66   238   753   448    45  -389    16  3003  -406   272    67    51   931  
733  15.87  15.75  -152   387   448    45  -389     6  3003  -406   272    79    62   934  
736  15.96  15.87   441   278   149  -580  -172     2  2274  -729  1413    52    62   935  
740  16.02  15.99   631    39   149  -580  -172    -1  2274  -729  1413    42    67   932  
743  16.07  16.11   790   -75    51  -526   -93    -3  5351  -1169  2380    34    67   933  
746  16.12  16.23  -893  -2257    51  -526   -93   -10  5351  -1169  2380    23    73   931  
753  16.12  16.33  -174  -939  -139   156    32   -18  3386  -947  1742    -5    17   918  
756  16.09  16.33   161  -205  -139   156    32   -23  3386  -947  1742   -17   -12   935  
760  16.04  16.33   294  -622   -96   379   136   -24  3948  -1516  2388   -20     5   936  
763  16.00  16.33   724  -540   -96   379   136   -18  3948  -1516  2388   -35     2   935  
766  15.94  16.33   563  -430   193  1014   496    -1  2631  -534  1221   -26    -2   934  
770  15.92  16.33   269  -322   193  1014   496    27  2631  -534  1221   -13    -6   932  
773  15.92  16.33    75  -417   193  1014   496    56  2631  -534  1221    -5    -2   934  
776  15.90  16.33   337  -303  -412   305    26    63  3021  -587     5   -14    -6   934  
780  15.90  16.33   318  -594  -412   305    26    71  3021  -587     5   -13     6   932  
783  15.90  16.33   101  -263  -165  -114  -354    66  5340   329   113    -4    -7   933  
786  15.90  16.33   137  -252  -165  -114  -354    48  5340   329   113    -5    -7   935  
790  15.90  16.33  -128  -218    92   187   -16    41  3087  -336  -280     6    -8   934  
793  15.90  16.33   181  -234    92   187   -16    21  3087  -336  -280    -6    -7   933  
796  15.90  16.33   115  -323    92   187   -16     1  3087  -336  -280    -3    -3   932  
800  15.90  16.33   176  -491   275  -308   -16   -19  3475  -242   498    -5     4   931  
803  15.90  16.33   -44  -506   275  -308   -16   -35  3475  -242   498     4     5   931  
806  15.90  16.33    69  -170   182  -400  -187   -57  3026  -553  1336     0    -8   932  
810  15.90  16.33   302  -138   182  -400  -187   -68  3026  -553  1336    -9    -9   932  
813  15.90  16.33   276  -216   182  -400  -187   -78  3026  -553  1336    -4    -2   932  
816  15.90  16.33   565  -200   -28  -501   -89   -75  3519  -715  1764    -8     5   933  
820  15.90  16.33   582   -60   -28  -501   -89   -72  3519  -715  1764    -3     5   930  
823  15.90  16.33   474   335    -7   -81    20   -65  3359  -712  1778     7    -5   933  
826  15.92  16.36   914   447    -7   -81    20   -52  3359  -712  1778    -4    -3   930  
830  15.92  16.35   956   541  -150   124    70   -37  3787  -843  1612     0    -1   927  
833  15.95  16.35   571   333  -150   124    70   -23  3787  -843  1612    20    13   930  
840  16.02  16.43   904   714  -183   287    73     5  3367  -738  1139    17     8   927  
843  16.04  16.45  1173   456  -183   287    73    13  3367  -738  1139    11    23   930  
846  16.09  16.50  1062   696  -187   123    93    21  3425  -568   860    21    19   928  
850  16.11  16.55  1306   487  -187   123    93    27  3425  -568   860    16    31   927  
853  16.18  16.60   974   679  -187   123    93    33  3425  -568   860    32    27   932  
856  16.23  16.66  1387   522    35   271    78    34  3338  -389   621    21    38   930  
860  16.26  16.72  1606   736    35   271    78    35  3338  -389   621    17    33   927  
863  16.33  16.79  1745   802    98    43   -88    32  3963  -357   846    16    35   927  
866  16.35  16.83  1414   696    98    43   -88    25  3963  -357   846    34    43   929  
870  16.40  16.89  1730   985   117    94  -104    17  3477  -554   923    25    35   927  
876  16.52  17.03  3725  2878   117    94  -104   -19  3477  -554   923    27    40   895  
880  16.55  17.08  3195  2628    19  -120   -57   -37  3338  -632   813    47    48   940  
883  16.54  17.15  3800  3129    19  -120   -57   -39  3338  -632   813     6    25   943  
886  16.54  17.18  3800  3427   -32  -149   -62   -42  2696  -655   967   -12    12   943  
890  16.49  17.18  3800  3228   -32  -149   -62   -33  2696  -655   967   -18    20   939  
893  16.44  17.20  3800  3527   -32  -149   -62   -24  2696  -655   967   -17     7   938  
896  16.40  17.18  3800  3800   -58    83   -29   -24  3904  -592  1469   -33    -6   937  
900  16.35  17.18  3800  3800   -58    83   -29   -25  3904  -592  1469   -20    -9   934  
903  16.27  17.18  3800  3800   -45    24    -1   -24  3239  -489  1041   -38    -9   934  
906  16.22  17.18  3800  3800   -45    24    -1   -24  3239  -489  1041   -27    -9   935  
910  16.18  17.18  3800  3751   -85  -206    89   -20  3271  -555   961   -37    -1   933  
913  16.10  17.18  3800  3800   -85  -206    89   -12  3271  -555   961   -30    -8   933  
916  16.03  17.18  3800  3800   -85  -206    89    -3  3271  -555   961   -38    -6   934  
920  15.98  17.18  3800  3800    30    -8    61     4  3210  -360  1120   -26    -4   928  
923  15.93  17.18  3800  3796    30    -8    61     8  3210  -360  1120   -28    -3   932  
926  15.89  17.18  3800  3596    13    52    41    12  3503  -734   990   -34     5   935  
930  15.84  17.18  3800  3646    13    52    41    13  3503  -734   990   -29     3   933  
933  15.79  17.19  3800  3800    13    52    41    14  3503  -734   990   -29    -8   933  
936  15.77  17.19  3800  3769     8   -30   -85     9  3657  -492  1116   -18    -2   933  
940  15.75  17.19  3800  3800     8   -30   -85     4  3657  -492  1116   -17    -8   931  
943  15.75  17.18  3800  3800    34   -17   -45     0  3118  -652  1025    -8    -4   933  
946  15.75  17.19  3800  3544    34   -17   -45    -2  3118  -652  1025     5     7   933  
950  15.75  17.19  3800  3800    84     0   -23    -5  3753  -605  1203     2    -7   931  
953  15.75  17.19  3800  3719    84     0   -23    -9  3753  -605  1203    -8     0   932  
956  15.75  17.18  3800  3620    84     0   -23   -13  3753  -605  1203     1     4   933  
960  15.75  17.19  3800  3620    24    87    24   -15  3423  -580  1033    -6     4   931  
963  15.75  17.19  3800  3618    24    87    24   -16  3423  -580  1033    -6     4   932  
966  15.75  17.19  3800  3800   -35    -6   -48   -20  3624  -637  1011     6    -5   933  
970  15.74  17.19  3800  3800   -35    -6   -48   -19  3624  -637  1011    -6    -4   931  
973  15.75  17.19  3800  3800   -35    -6   -48   -18  3624  -637  1011    -4    -7   932  
976  15.75  17.19  3800  3800   -45   -26     3   -14  3420  -634   944     0    -6   933  
980  15.74  17.19  3800  3800   -45   -26     3   -11  3420  -634   944    -6    -4   931  
983  15.74  17.18  3800  3745    28     0    25    -7  3562  -540  1118     4    -1   932  
986  15.75  17.19  3800  3800    28     0    25    -5  3562  -540  1118    -6    -6   933  
990  15.75  17.18  3800  3671    18   -13    32    -2  3388  -507  1040     7     2   931  
993  15.74  17.19  3800  3694    18   -13    32     0  3388  -507  1040     5     1   932  
996  15.75  17.18  3800  3800    18   -13    32     3  3388  -507  1040    -6    -6   933  
